ticker,scope1_emissions,scope2_emissions,scope3_emissions,emissions_intensity,renewable_energy_pct,energy_efficiency,water_usage_intensity,waste_recycling_pct,carbon_reduction_target,environmental_fines,employee_turnover,gender_diversity_pct,women_management_pct,pay_gap_ratio,injury_rate,safety_training_hours,employee_satisfaction,community_investment_pct,supply_chain_audit_pct,human_rights_policy,board_independence_pct,board_diversity_pct,board_size,exec_comp_esg_linked,ceo_pay_ratio,shareholder_rights_score,ethics_compliance_score,anti_corruption_policy,data_privacy_score,tax_transparency_score,esg_controversy_score,esg_risk_rating
ZS,94.36099565280745,21.92177216804273,414.3418123661773,0.00733925986371574,53.1560968051041,88.46048085069751,2.5994428187632543,40.13737889252969,0.0,13.988789052155795,5.798304460762933,42.57296721585294,36.46986267828876,0.898301388775093,0.8267824455775444,8.515237069560072,85.72334821771337,0.24018662152105427,60.577025135261195,0.0,83.65602319039786,37.22686469931434,12.0,66.1679134187095,95.68141400644774,68.11897835152395,78.29435511653803,1.0,65.19329914726376,69.72973011078008,41.354274685532985,47.181017354101606
OKTA,174.31106699745294,46.98937198435599,610.1059381735481,0.04589724361961073,35.21413598180546,60.649017501273335,4.249404567953426,54.695476166912314,1.0,9.487588137878676,16.44375788504573,43.95814732513299,40.11246078705856,0.8442832326684421,1.0993908391713003,4.844217933725017,43.26504643302318,0.8600311940389986,50.85195132244836,0.0,92.11711722865248,51.36026586773439,13.0,46.457338388900084,24.40894758037903,63.40035911716928,75.03822727527466,0.0,61.74754033258012,66.48074906036454,67.47916298378313,65.81565160375467
CRWD,318.47326799823895,43.105524445415135,1447.56675384646,0.06482877222742117,40.15936195916765,79.01546796526304,1.493864919067909,46.27931820932544,1.0,2.5005246401491257,8.922162320003368,28.898290302807094,26.514493951304868,0.8289759134358182,3.272870106251911,9.344191136072096,75.50733827593645,0.6824048849149031,61.509870971018046,1.0,84.28266468150372,51.767709657084986,9.0,12.411063515272602,9.969700760929584,65.7818199969283,63.12770792327075,1.0,61.506037655006516,42.713241676350044,77.50805319473011,59.28787042526424
FTNT,5856.636310261009,10.0,21234.67482670301,0.018051585996879806,58.0105952500023,92.12183419534261,3.43765389098984,38.64195471294228,1.0,30.065759705041444,7.705826328415478,60.59801814885543,28.16439451141757,0.8606902051130274,0.007516907795756138,8.746707730690352,73.77862881808169,1.61151054671118,78.51255252008662,1.0,98.59784933873813,28.8913548290217,5.0,34.0581519807603,30.827077642024364,50.19062995117253,85.7767682189851,1.0,70.30800423299736,93.71098381695357,49.5699516898543,74.29623423556475
QLYS,562.7533692513032,10.0,1222.6920269310135,0.016057708212770444,37.42341311241815,83.12265613741677,1.126128684187335,48.47646720955625,1.0,0.2930295253133756,14.843986349125037,41.83652482110987,43.69296481375559,0.9581649936467219,0.4750801312991797,8.385236951049437,77.59868882758563,1.467978999025171,53.57727730281555,0.0,65.47441584954142,34.61574365228746,7.0,5.810718436622289,9.713889467160882,75.33239680965272,65.47553299673132,0.0,87.48497791269659,70.01669319311564,51.46809992223488,68.81146248442857
VRNS,307.94449506318284,27.07052226940914,1629.7321430902477,0.00357791110262266,36.36412761002656,62.4258146055037,1.0,39.744460411438055,0.0,14.33474557828884,3.0338769260826814,45.19199005835502,35.41283367691268,0.8569591264712417,1.3969305768047091,12.651823595363055,71.76622200047737,1.1880250041678904,40.206751616980064,1.0,70.17044673354195,28.614438443560932,11.0,47.09876292659016,8.455030562833626,71.21867279037315,82.1056412237108,0.0,67.3043283042006,85.19916208335039,68.7509379259386,62.70907332520138
ESTC,329.70596792824216,10.37937001297422,1937.1885513851378,0.006587834972806107,38.16656929928963,93.84813658544147,3.0386100781854806,55.37248185875131,1.0,2.1468600924977372,5.258104986256375,35.68557851879391,29.80313880734972,0.6778068334836449,4.00864216601592,9.91160550388792,75.99487329485198,0.3648307765766817,71.12702495396897,1.0,95.32564101074932,37.226030669400394,12.0,50.627176280024976,9.701161686964593,76.26348379805172,75.15860648189005,1.0,87.907947958266,59.79791044638999,74.79394374373626,67.27784101558389
DOCN,142.8441653693868,10.0,755.8768577442861,0.006496685386486474,45.816286044954154,75.32534356231321,3.836711816410672,46.89567202995757,0.0,31.625703903829663,2.5628963051961176,51.881828618747505,30.207534496168726,0.7660711638306126,2.5797819949798275,9.64825859218055,78.23179050383429,1.0056884460819369,69.59655732362545,0.0,74.40206952708988,42.61816250747905,6.0,20.737240674772853,8.966818682781907,81.21911648806,64.56455037754529,1.0,71.32312848516996,59.71349206786704,87.1927379688473,49.90120458199509
PAYC,2438.992523794315,44.55648796110349,13952.101943097718,0.014285345419827436,37.23452574823778,70.99453875892975,1.8154152768264833,43.32478880963952,1.0,5.713392370976759,10.585667837261866,58.95672460234554,30.90898685929796,0.8230814440285367,1.2510430976449054,6.818385566632486,75.64421262413799,2.1817745639756976,55.85051395650625,1.0,91.21183334117993,42.75297550547916,12.0,12.50898970081716,40.216575211159565,57.36183179003916,64.24474973188134,0.0,69.85532251429896,81.07455970951122,67.26180910467382,70.97638697933718
MANH,215.63129446366472,93.02066838870128,834.2053677839995,0.030620732549517322,30.4782603934593,89.409283760361,1.4818776762487536,53.46379013051147,0.0,2.4268013392134904,6.26082986061342,14.1690079073969,30.921721182661827,0.8587859171611522,2.408971561805413,9.3792202629946,61.00340577075437,1.5677627625189545,61.010107396967655,0.0,72.17593192755366,55.43453431230978,10.0,10.990853510039528,22.79644914922422,68.76715150295534,72.75874912889996,1.0,66.02187176620372,65.32554935393279,82.92289513822277,85.99378690158873
